	NIntermedia8761	NcraNC12	Ndis8579	Nhispaniola8817	Nmetzenbergii10397	NsitophilaW1434	Ntet10752L9	Ntet2503L8	Ntet2508L6	Ntet9045L7
OG0003868	maker-unitig_5|quiver-augustus-gene-3.1306-mRNA-1	XP_961826.1	jgi|Neudi1|85033|estExt_Genewise1.C_120215	maker-scaffold3139-augustus-gene-0.52-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1230-mRNA-1	maker-W1434pb_lg4-snap-gene-4.1999-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1846-mRNA-1	maker-2503pb_lg4-snap-gene-4.1999-mRNA-1	XP_009850116.1	maker-9045pb_lg4-snap-gene-4.2117-mRNA-1
OG0003869	augustus-unitig_5|quiver-processed-gene-3.64-mRNA-1	XP_962036.1	jgi|Neudi1|169048|estExt_fgenesh3_kg.C_120106	augustus-scaffold171-processed-gene-0.4-mRNA-1	augustus-10397pb_lg4-processed-gene-5.59-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.118-mRNA-1	augustus-10752pb_lg4-processed-gene-4.141-mRNA-1	augustus-2503pb_lg4-processed-gene-4.123-mRNA-1	XP_009850018.1	augustus-9045pb_lg4-processed-gene-4.137-mRNA-1
OG0003870	augustus-unitig_5|quiver-processed-gene-3.34-mRNA-1	XP_962632.1	jgi|Neudi1|128679|estExt_fgenesh2_pg.C_120232	augustus-scaffold2894-processed-gene-0.21-mRNA-1	augustus-10397pb_lg4-processed-gene-5.29-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.87-mRNA-1	augustus-10752pb_lg4-processed-gene-4.114-mRNA-1	augustus-2503pb_lg4-processed-gene-4.92-mRNA-1	XP_009849950.1	augustus-9045pb_lg4-processed-gene-4.106-mRNA-1
OG0003871	augustus-unitig_5|quiver-processed-gene-3.41-mRNA-1	XP_961837.1	jgi|Neudi1|85295|estExt_Genewise1.C_120499	snap_masked-scaffold2790-processed-gene-0.44-mRNA-1	augustus-10397pb_lg4-processed-gene-5.36-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.95-mRNA-1	snap_masked-10752pb_lg4-processed-gene-4.936-mRNA-1	augustus-2503pb_lg4-processed-gene-4.99-mRNA-1	XP_009849972.1	snap_masked-9045pb_lg4-processed-gene-4.928-mRNA-1
OG0003872	snap_masked-unitig_5|quiver-processed-gene-3.733-mRNA-1	XP_961849.2	jgi|Neudi1|128496|estExt_fgenesh2_pg.C_120023	augustus-scaffold792-processed-gene-0.32-mRNA-1	augustus-10397pb_lg4-processed-gene-5.131-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.190-mRNA-1	snap_masked-10752pb_lg4-processed-gene-4.1045-mRNA-1	augustus-2503pb_lg4-processed-gene-4.195-mRNA-1	XP_009850184.1	snap_masked-9045pb_lg4-processed-gene-4.1041-mRNA-1
OG0003873	augustus-unitig_5|quiver-processed-gene-3.99-mRNA-1	XP_011394441.1	jgi|Neudi1|128557|estExt_fgenesh2_pg.C_120092	augustus-scaffold3139-processed-gene-0.1-mRNA-1	augustus-10397pb_lg4-processed-gene-5.94-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.153-mRNA-1	augustus-10752pb_lg4-processed-gene-4.177-mRNA-1	augustus-2503pb_lg4-processed-gene-4.158-mRNA-1	XP_009850113.1	augustus-9045pb_lg4-processed-gene-4.172-mRNA-1
OG0003874	augustus-unitig_5|quiver-processed-gene-3.44-mRNA-1	XP_962160.3	jgi|Neudi1|85282|estExt_Genewise1.C_120486	maker-scaffold448-snap-gene-0.168-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1198-mRNA-1	maker-W1434pb_lg4-snap-gene-4.1957-mRNA-1	snap_masked-10752pb_lg4-processed-gene-4.939-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1693-mRNA-1	XP_009849977.1	snap_masked-9045pb_lg4-processed-gene-4.931-mRNA-1
OG0003875	augustus-unitig_5|quiver-processed-gene-3.77-mRNA-1	XP_961931.3	jgi|Neudi1|128606|estExt_fgenesh2_pg.C_120147	augustus-scaffold171-processed-gene-0.17-mRNA-1	augustus-10397pb_lg4-processed-gene-5.72-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.131-mRNA-1	augustus-10752pb_lg4-processed-gene-4.155-mRNA-1	augustus-2503pb_lg4-processed-gene-4.136-mRNA-1	XP_009850056.1	augustus-9045pb_lg4-processed-gene-4.150-mRNA-1
OG0003876	maker-unitig_5|quiver-augustus-gene-3.1341-mRNA-1	XP_961869.1	jgi|Neudi1|168947|estExt_fgenesh3_kg.C_120004	snap_masked-scaffold3563-processed-gene-0.52-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1262-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1770-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1878-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1766-mRNA-1	XP_009848820.1	maker-9045pb_lg4-augustus-gene-4.1865-mRNA-1
OG0003877	maker-unitig_5|quiver-augustus-gene-3.1267-mRNA-1	XP_962640.1	jgi|Neudi1|103717|estExt_Genewise1Plus.C_120536	augustus-scaffold2790-processed-gene-0.0-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1195-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1699-mRNA-1	augustus-10752pb_lg4-processed-gene-4.117-mRNA-1	augustus-2503pb_lg4-processed-gene-4.95-mRNA-1	XP_009848863.1	augustus-9045pb_lg4-processed-gene-4.110-mRNA-1
OG0003878	maker-unitig_5|quiver-augustus-gene-3.1277-mRNA-1	XP_962051.1	jgi|Neudi1|85234|estExt_Genewise1.C_120435	maker-scaffold448-augustus-gene-0.136-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1204-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1709-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1816-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1702-mRNA-1	XP_009850003.1	maker-9045pb_lg4-augustus-gene-4.1802-mRNA-1
OG0003879	augustus-unitig_5|quiver-processed-gene-3.88-mRNA-1	XP_962064.1	jgi|Neudi1|158101|estExt_fgenesh3_pm.C_120112	augustus-scaffold3555-processed-gene-0.8-mRNA-1	augustus-10397pb_lg4-processed-gene-5.83-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.142-mRNA-1	augustus-10752pb_lg4-processed-gene-4.166-mRNA-1	augustus-2503pb_lg4-processed-gene-4.147-mRNA-1	XP_009850083.1	augustus-9045pb_lg4-processed-gene-4.161-mRNA-1
OG0003880	maker-unitig_5|quiver-augustus-gene-3.1302-mRNA-1	XP_961910.2	jgi|Neudi1|128567|estExt_fgenesh2_pg.C_120103	maker-scaffold1418-augustus-gene-0.34-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1226-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1732-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1842-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1729-mRNA-1	XP_009850101.1	maker-9045pb_lg4-augustus-gene-4.1830-mRNA-1
OG0003881	maker-unitig_5|quiver-augustus-gene-3.1295-mRNA-1	XP_962075.1	jgi|Neudi1|103517|estExt_Genewise1Plus.C_120320	snap_masked-scaffold3041-processed-gene-0.43-mRNA-1	augustus-10397pb_lg4-processed-gene-5.78-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1726-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1835-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1721-mRNA-1	XP_009850073.1	maker-9045pb_lg4-augustus-gene-4.1823-mRNA-1
OG0003882	maker-unitig_5|quiver-augustus-gene-3.1265-mRNA-1	XP_962634.1	jgi|Neudi1|103734|estExt_Genewise1Plus.C_120553	maker-scaffold2894-augustus-gene-0.201-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1193-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1697-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1803-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1689-mRNA-1	XP_009849953.1	maker-9045pb_lg4-augustus-gene-4.1789-mRNA-1
OG0003883	augustus-unitig_5|quiver-processed-gene-3.107-mRNA-1	XP_962012.1	jgi|Neudi1|168984|estExt_fgenesh3_kg.C_120042	augustus-scaffold3022-processed-gene-0.4-mRNA-1	augustus-10397pb_lg4-processed-gene-5.102-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.161-mRNA-1	augustus-10752pb_lg4-processed-gene-4.186-mRNA-1	augustus-2503pb_lg4-processed-gene-4.166-mRNA-1	XP_009850129.1	augustus-9045pb_lg4-processed-gene-4.180-mRNA-1
OG0003884	augustus-unitig_5|quiver-processed-gene-3.38-mRNA-1	XP_962642.2	jgi|Neudi1|158189|estExt_fgenesh3_pm.C_120207	augustus-scaffold2790-processed-gene-0.1-mRNA-1	augustus-10397pb_lg4-processed-gene-5.33-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.91-mRNA-1	augustus-10752pb_lg4-processed-gene-4.118-mRNA-1	augustus-2503pb_lg4-processed-gene-4.96-mRNA-1	XP_009849959.1	augustus-9045pb_lg4-processed-gene-4.111-mRNA-1
OG0003886	maker-unitig_5|quiver-augustus-gene-3.1342-mRNA-1	XP_961864.2	jgi|Neudi1|103230|estExt_Genewise1Plus.C_120007	maker-scaffold3563-augustus-gene-0.94-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1264-mRNA-1	snap_masked-W1434pb_lg4-processed-gene-4.979-mRNA-1	maker-10752pb_lg4-snap-gene-4.2174-mRNA-1	maker-2503pb_lg4-snap-gene-4.2034-mRNA-1	XP_009850204.1	maker-9045pb_lg4-snap-gene-4.2152-mRNA-1
OG0003887	maker-unitig_5|quiver-augustus-gene-3.1313-mRNA-1	XP_962010.1	jgi|Neudi1|85004|estExt_Genewise1.C_120184	augustus-scaffold3022-processed-gene-0.5-mRNA-1	augustus-10397pb_lg4-processed-gene-5.103-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1742-mRNA-1	maker-10752pb_lg4-snap-gene-4.2145-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1740-mRNA-1	XP_009850130.1	maker-9045pb_lg4-snap-gene-4.2125-mRNA-1
OG0003888	maker-unitig_5|quiver-snap-gene-3.1542-mRNA-1	XP_962199.2	jgi|Neudi1|84907|estExt_Genewise1.C_120077	maker-scaffold792-snap-gene-0.194-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1250-mRNA-1	maker-W1434pb_lg4-snap-gene-4.2023-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1867-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1755-mRNA-1	XP_009850173.1	maker-9045pb_lg4-augustus-gene-4.1854-mRNA-1
OG0003889	maker-unitig_5|quiver-augustus-gene-3.1311-mRNA-1	XP_961787.1	jgi|Neudi1|103391|estExt_Genewise1Plus.C_120191	maker-scaffold3022-augustus-gene-0.51-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1235-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1741-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1850-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1738-mRNA-1	XP_009850127.1	maker-9045pb_lg4-augustus-gene-4.1838-mRNA-1
OG0003890	maker-unitig_5|quiver-augustus-gene-3.1315-mRNA-1	XP_962004.1	jgi|Neudi1|168981|estExt_fgenesh3_kg.C_120039	maker-scaffold977-augustus-gene-0.36-mRNA-1	augustus-10397pb_lg4-processed-gene-5.105-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1744-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1854-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1742-mRNA-1	XP_009850135.1	maker-9045pb_lg4-augustus-gene-4.1842-mRNA-1
OG0003891	maker-unitig_5|quiver-augustus-gene-3.1291-mRNA-1	XP_957887.3	jgi|Neudi1|103564|estExt_Genewise1Plus.C_120373	maker-scaffold171-snap-gene-0.295-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1216-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.127-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1831-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1716-mRNA-1	XP_009850044.1	maker-9045pb_lg4-augustus-gene-4.1818-mRNA-1
OG0003892	maker-unitig_5|quiver-augustus-gene-3.1261-mRNA-1	XP_962618.2	jgi|Neudi1|85377|estExt_Genewise1.C_120583	maker-scaffold2894-snap-gene-0.229-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1189-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1694-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1799-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1684-mRNA-1	XP_009849936.1	maker-9045pb_lg4-augustus-gene-4.1785-mRNA-1
OG0003893	maker-unitig_5|quiver-snap-gene-3.1489-mRNA-1	XP_962043.1	jgi|Neudi1|66340|e_gw1.12.379.1	maker-scaffold171-snap-gene-0.285-mRNA-1	maker-10397pb_lg4-snap-gene-5.1397-mRNA-1	maker-W1434pb_lg4-snap-gene-4.1973-mRNA-1	maker-10752pb_lg4-snap-gene-4.2108-mRNA-1	maker-2503pb_lg4-snap-gene-4.1973-mRNA-1	XP_009848856.1	maker-9045pb_lg4-snap-gene-4.2090-mRNA-1
OG0003894	augustus-unitig_5|quiver-processed-gene-3.39-mRNA-1	XP_961832.2	jgi|Neudi1|158183|estExt_fgenesh3_pm.C_120201	augustus-scaffold2790-processed-gene-0.2-mRNA-1	augustus-10397pb_lg4-processed-gene-5.34-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.93-mRNA-1	augustus-10752pb_lg4-processed-gene-4.119-mRNA-1	augustus-2503pb_lg4-processed-gene-4.97-mRNA-1	XP_009849966.1	augustus-9045pb_lg4-processed-gene-4.112-mRNA-1
OG0003895	maker-unitig_5|quiver-augustus-gene-3.1345-mRNA-1	XP_957967.2	jgi|Neudi1|157998|estExt_fgenesh3_pm.C_120001	maker-scaffold3563-augustus-gene-0.96-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1266-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1774-mRNA-1	augustus-10752pb_lg4-processed-gene-4.228-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1769-mRNA-1	XP_009850209.1	maker-9045pb_lg4-augustus-gene-4.1868-mRNA-1
OG0003896	maker-unitig_5|quiver-augustus-gene-3.1321-mRNA-1	XP_961882.2	jgi|Neudi1|168968|estExt_fgenesh3_kg.C_120025	maker-scaffold3524-augustus-gene-0.73-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1243-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1750-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1860-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1748-mRNA-1	XP_009850154.1	maker-9045pb_lg4-augustus-gene-4.1848-mRNA-1
OG0003897	maker-unitig_5|quiver-augustus-gene-3.1314-mRNA-1	XP_962008.2	jgi|Neudi1|84997|estExt_Genewise1.C_120177	maker-scaffold3022-augustus-gene-0.54-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1238-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1743-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1853-mRNA-1	maker-2503pb_lg4-snap-gene-4.2008-mRNA-1	XP_009850133.1	maker-9045pb_lg4-snap-gene-4.2126-mRNA-1
OG0003898	maker-unitig_5|quiver-augustus-gene-3.1253-mRNA-1	XP_962608.1	jgi|Neudi1|169093|estExt_fgenesh3_kg.C_120151	maker-scaffold2894-augustus-gene-0.190-mRNA-1	maker-10397pb_lg4-augustus-gene-4.1087-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1686-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1792-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1677-mRNA-1	XP_009849927.1	maker-9045pb_lg4-augustus-gene-4.1778-mRNA-1
OG0003899	maker-unitig_5|quiver-augustus-gene-3.1301-mRNA-1	XP_961917.2	jgi|Neudi1|85082|estExt_Genewise1.C_120267	maker-scaffold3438-augustus-gene-0.35-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1225-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1731-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1841-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1728-mRNA-1	XP_009850094.1	maker-9045pb_lg4-augustus-gene-4.1829-mRNA-1
OG0003900	maker-unitig_5|quiver-augustus-gene-3.1304-mRNA-1	XP_961727.1	jgi|Neudi1|158080|estExt_fgenesh3_pm.C_120091	maker-scaffold387-augustus-gene-0.12-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1228-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1734-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1844-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1731-mRNA-1	XP_009850104.1	maker-9045pb_lg4-augustus-gene-4.1832-mRNA-1
OG0003901	maker-unitig_5|quiver-snap-gene-3.1511-mRNA-1	XP_961918.2	jgi|Neudi1|158091|estExt_fgenesh3_pm.C_120102	maker-scaffold3438-augustus-gene-0.34-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1224-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.146-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1840-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1727-mRNA-1	XP_009850093.1	maker-9045pb_lg4-augustus-gene-4.1828-mRNA-1
OG0003902	maker-unitig_5|quiver-snap-gene-3.1549-mRNA-1	XP_011394131.1	jgi|Neudi1|65991|e_gw1.12.404.1	maker-scaffold792-snap-gene-0.187-mRNA-1	augustus-10397pb_lg4-processed-gene-5.130-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1764-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1873-mRNA-1	maker-2503pb_lg4-snap-gene-4.2028-mRNA-1	XP_009850183.1	maker-9045pb_lg4-augustus-gene-4.1860-mRNA-1
OG0003903	maker-unitig_5|quiver-augustus-gene-3.1308-mRNA-1	XP_961824.1	jgi|Neudi1|158069|estExt_fgenesh3_pm.C_120079	augustus-scaffold3139-processed-gene-0.4-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1232-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1738-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1848-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1736-mRNA-1	XP_009850119.1	maker-9045pb_lg4-augustus-gene-4.1836-mRNA-1
OG0003904	maker-unitig_5|quiver-snap-gene-3.1530-mRNA-1	XP_961891.3	jgi|Neudi1|168975|estExt_fgenesh3_kg.C_120032	augustus-scaffold3524-processed-gene-0.2-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1241-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.167-mRNA-1	augustus-10752pb_lg4-processed-gene-4.192-mRNA-1	augustus-2503pb_lg4-processed-gene-4.172-mRNA-1	XP_009850145.1	augustus-9045pb_lg4-processed-gene-4.186-mRNA-1
OG0003905	maker-unitig_5|quiver-augustus-gene-3.1273-mRNA-1	XP_962180.1	jgi|Neudi1|103640|estExt_Genewise1Plus.C_120457	maker-scaffold448-augustus-gene-0.139-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1201-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1705-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1811-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1697-mRNA-1	XP_009849992.1	maker-9045pb_lg4-augustus-gene-4.1797-mRNA-1
OG0003906	maker-unitig_5|quiver-snap-gene-3.1495-mRNA-1	XP_961860.2	jgi|Neudi1|128626|estExt_fgenesh2_pg.C_120171	maker-scaffold171-snap-gene-0.290-mRNA-1	maker-10397pb_lg4-snap-gene-5.1404-mRNA-1	maker-W1434pb_lg4-snap-gene-4.1979-mRNA-1	maker-10752pb_lg4-snap-gene-4.2113-mRNA-1	maker-2503pb_lg4-snap-gene-4.1978-mRNA-1	XP_009850023.1	maker-9045pb_lg4-snap-gene-4.2095-mRNA-1
OG0003907	augustus-unitig_5|quiver-processed-gene-3.29-mRNA-1	XP_962617.1	jgi|Neudi1|169089|estExt_fgenesh3_kg.C_120147	maker-scaffold2894-augustus-gene-0.196-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1188-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1693-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1798-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1683-mRNA-1	XP_009849935.1	maker-9045pb_lg4-augustus-gene-4.1784-mRNA-1
OG0003908	maker-unitig_5|quiver-augustus-gene-3.1271-mRNA-1	XP_962169.1	jgi|Neudi1|169058|estExt_fgenesh3_kg.C_120116	maker-scaffold448-augustus-gene-0.141-mRNA-1	maker-10397pb_lg4-snap-gene-5.1386-mRNA-1	maker-W1434pb_lg4-snap-gene-4.1959-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1809-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1695-mRNA-1	XP_009849985.1	maker-9045pb_lg4-augustus-gene-4.1795-mRNA-1
OG0003909	maker-unitig_5|quiver-snap-gene-3.1510-mRNA-1	XP_962060.3	jgi|Neudi1|85098|estExt_Genewise1.C_120283	maker-scaffold3555-snap-gene-0.26-mRNA-1	maker-10397pb_lg4-snap-gene-5.1417-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.144-mRNA-1	maker-10752pb_lg4-snap-gene-4.2131-mRNA-1	maker-2503pb_lg4-snap-gene-4.1992-mRNA-1	XP_009848741.1	maker-9045pb_lg4-snap-gene-4.2110-mRNA-1
OG0003910	augustus-unitig_5|quiver-processed-gene-3.124-mRNA-1	XP_962209.2	jgi|Neudi1|103310|estExt_Genewise1Plus.C_120101	augustus-scaffold792-processed-gene-0.43-mRNA-1	augustus-10397pb_lg4-processed-gene-5.119-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1753-mRNA-1	maker-10752pb_lg4-snap-gene-4.2158-mRNA-1	augustus-2503pb_lg4-processed-gene-4.183-mRNA-1	XP_009850165.1	augustus-9045pb_lg4-processed-gene-4.196-mRNA-1
OG0003911	maker-unitig_5|quiver-augustus-gene-3.1258-mRNA-1	XP_962614.1	jgi|Neudi1|103770|estExt_Genewise1Plus.C_120590	augustus-scaffold2894-processed-gene-0.13-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1186-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1690-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1796-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1681-mRNA-1	XP_009849932.1	maker-9045pb_lg4-augustus-gene-4.1782-mRNA-1
OG0003912	maker-unitig_5|quiver-snap-gene-3.1493-mRNA-1	XP_962035.2	jgi|Neudi1|169046|estExt_fgenesh3_kg.C_120104	maker-scaffold171-snap-gene-0.288-mRNA-1	maker-10397pb_lg4-snap-gene-5.1402-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1718-mRNA-1	maker-10752pb_lg4-snap-gene-4.2112-mRNA-1	maker-2503pb_lg4-snap-gene-4.1977-mRNA-1	XP_009850019.1	maker-9045pb_lg4-snap-gene-4.2094-mRNA-1
OG0003913	maker-unitig_5|quiver-augustus-gene-3.1275-mRNA-1	XP_962182.3	jgi|Neudi1|66012|e_gw1.12.521.1	maker-scaffold448-snap-gene-0.162-mRNA-1	maker-10397pb_lg4-snap-gene-5.1390-mRNA-1	maker-W1434pb_lg4-snap-gene-4.1963-mRNA-1	maker-10752pb_lg4-snap-gene-4.2097-mRNA-1	maker-2503pb_lg4-snap-gene-4.1961-mRNA-1	XP_009849994.1	maker-9045pb_lg4-snap-gene-4.2078-mRNA-1
OG0003914	maker-unitig_5|quiver-augustus-gene-3.1294-mRNA-1	XP_962079.3	jgi|Neudi1|128598|estExt_fgenesh2_pg.C_120136	maker-scaffold171-augustus-gene-0.257-mRNA-1	maker-10397pb_lg4-snap-gene-5.1412-mRNA-1	maker-W1434pb_lg4-snap-gene-4.1988-mRNA-1	maker-10752pb_lg4-snap-gene-4.2126-mRNA-1	maker-2503pb_lg4-snap-gene-4.1986-mRNA-1	XP_009850068.1	maker-9045pb_lg4-snap-gene-4.2105-mRNA-1
OG0003915	augustus-unitig_5|quiver-processed-gene-3.40-mRNA-1	XP_961834.2	jgi|Neudi1|85304|estExt_Genewise1.C_120508	augustus-scaffold2790-processed-gene-0.3-mRNA-1	augustus-10397pb_lg4-processed-gene-5.35-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.94-mRNA-1	augustus-10752pb_lg4-processed-gene-4.120-mRNA-1	augustus-2503pb_lg4-processed-gene-4.98-mRNA-1	XP_009849968.1	augustus-9045pb_lg4-processed-gene-4.113-mRNA-1
OG0003917	maker-unitig_5|quiver-augustus-gene-3.1320-mRNA-1	XP_961888.1	jgi|Neudi1|103349|estExt_Genewise1Plus.C_120143	maker-scaffold3524-snap-gene-0.82-mRNA-1	maker-10397pb_lg4-snap-gene-5.1437-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1749-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1859-mRNA-1	maker-2503pb_lg4-snap-gene-4.2014-mRNA-1	XP_009850148.1	maker-9045pb_lg4-snap-gene-4.2132-mRNA-1
OG0003918	maker-unitig_5|quiver-augustus-gene-3.1310-mRNA-1	XP_961789.1	jgi|Neudi1|103398|estExt_Genewise1Plus.C_120198	maker-scaffold3022-augustus-gene-0.50-mRNA-1	maker-10397pb_lg4-augustus-gene-5.1234-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1740-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1849-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1737-mRNA-1	XP_009850125.1	maker-9045pb_lg4-augustus-gene-4.1837-mRNA-1
OG0003919	maker-unitig_5|quiver-augustus-gene-3.1266-mRNA-1	XP_962637.2	jgi|Neudi1|169076|estExt_fgenesh3_kg.C_120134	maker-scaffold2894-augustus-gene-0.202-mRNA-1	augustus-10397pb_lg4-processed-gene-5.31-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.89-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1804-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1690-mRNA-1	XP_009849956.1	maker-9045pb_lg4-augustus-gene-4.1790-mRNA-1
OG0003920	maker-unitig_5|quiver-augustus-gene-3.1319-mRNA-1	XP_961890.1	jgi|Neudi1|158048|estExt_fgenesh3_pm.C_120056	snap_masked-scaffold3524-processed-gene-0.35-mRNA-1	augustus-10397pb_lg4-processed-gene-5.109-mRNA-1	maker-W1434pb_lg4-augustus-gene-4.1748-mRNA-1	maker-10752pb_lg4-augustus-gene-4.1858-mRNA-1	maker-2503pb_lg4-augustus-gene-4.1746-mRNA-1	XP_009850146.1	maker-9045pb_lg4-augustus-gene-4.1846-mRNA-1
OG0003921	augustus-unitig_5|quiver-processed-gene-3.76-mRNA-1	XP_961934.1	jgi|Neudi1|66412|e_gw1.12.358.1	augustus-scaffold171-processed-gene-0.16-mRNA-1	augustus-10397pb_lg4-processed-gene-5.71-mRNA-1	augustus-W1434pb_lg4-processed-gene-4.130-mRNA-1	maker-10752pb_lg4-snap-gene-4.2123-mRNA-1	maker-2503pb_lg4-snap-gene-4.1983-mRNA-1	XP_009850053.1	snap_masked-9045pb_lg4-processed-gene-4.976-mRNA-1
